Suburb,Address,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,address,latitude,longitude,geometry,School_Name,School_Rank
Bentleigh East,1/82 Wingate St,3,t,800000.0,3/03/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"1/82 Wingate St,Bentleigh East,3165,Victoria,Australia",-37.9363796,145.0688341,POINT (145.0688341 -37.9363796),Bentleigh Secondary College,45
Moorabbin,1/36 Clay St,3,t,742500.0,3/03/2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"1/36 Clay St,Moorabbin,3189,Victoria,Australia",-37.9362989,145.0464346,POINT (145.0464346 -37.9362989),Bentleigh Secondary College,45
Bentleigh,2 Porter Rd,3,h,930000.0,3/06/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"2 Porter Rd,Bentleigh,3204,Victoria,Australia",-37.9338491,145.04378558076098,POINT (145.043785580761 -37.9338491),Bentleigh Secondary College,45
Bentleigh East,20 Abbin Av,3,h,1450000.0,3/06/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"20 Abbin Av,Bentleigh East,3165,Victoria,Australia",-37.9316854,145.05317549999998,POINT (145.0531755 -37.9316854),Bentleigh Secondary College,45
Bentleigh East,7 Curtin St,4,h,1460000.0,3/06/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"7 Curtin St,Bentleigh East,3165,Victoria,Australia",-37.9127795,145.0652339,POINT (145.0652339 -37.9127795),Bentleigh Secondary College,45
Bentleigh East,17 Dromana Av,4,h,1580000.0,3/06/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"17 Dromana Av,Bentleigh East,3165,Victoria,Australia",-37.908981,145.0673742,POINT (145.0673742 -37.908981),Bentleigh Secondary College,45
Bentleigh East,38 Malane St,4,h,1620000.0,3/06/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"38 Malane St,Bentleigh East,3165,Victoria,Australia",-37.9185714,145.0548275,POINT (145.0548275 -37.9185714),Bentleigh Secondary College,45
Bentleigh East,20 Northam Rd,3,h,1315000.0,3/06/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"20 Northam Rd,Bentleigh East,3165,Victoria,Australia",-37.9229093,145.065807,POINT (145.065807 -37.9229093),Bentleigh Secondary College,45
Moorabbin,2 Matilda Rd,3,h,1090500.0,3/06/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"2 Matilda Rd,Moorabbin,3189,Victoria,Australia",-37.938582000000004,145.0584118,POINT (145.0584118 -37.938582),Bentleigh Secondary College,45
Murrumbeena,13 Churchill Cl,3,h,1256000.0,3/06/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"13 Churchill Cl,Murrumbeena,3163,Victoria,Australia",-37.9041833,145.06223490000002,POINT (145.0622349 -37.9041833),Bentleigh Secondary College,45
Bentleigh,22 Hobart St,2,h,1275000.0,3/09/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"22 Hobart St,Bentleigh,3204,Victoria,Australia",-37.9237455,145.0460847,POINT (145.0460847 -37.9237455),Bentleigh Secondary College,45
Bentleigh,7a Porter Rd,4,t,1230000.0,3/09/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"7a Porter Rd,Bentleigh,3204,Victoria,Australia",-37.9277191,145.04465180000003,POINT (145.0446518 -37.9277191),Bentleigh Secondary College,45
Bentleigh East,18 Mervin St,2,h,1410000.0,3/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"18 Mervin St,Bentleigh East,3165,Victoria,Australia",-37.930308700000005,145.0545965,POINT (145.0545965 -37.9303087),Bentleigh Secondary College,45
Bentleigh East,21b Northam Rd,3,t,990000.0,3/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"21b Northam Rd,Bentleigh East,3165,Victoria,Australia",-37.9229093,145.065807,POINT (145.065807 -37.9229093),Bentleigh Secondary College,45
Bentleigh East,68 Pasadena Cr,3,h,1057000.0,3/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"68 Pasadena Cr,Bentleigh East,3165,Victoria,Australia",-37.929984000000005,145.07220139999998,POINT (145.0722014 -37.929984),Bentleigh Secondary College,45
Bentleigh East,1/69 Purtell St,3,t,760000.0,3/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"1/69 Purtell St,Bentleigh East,3165,Victoria,Australia",-37.9259979,145.0545344,POINT (145.0545344 -37.9259979),Bentleigh Secondary College,45
Moorabbin,21 Fiddes St,3,h,1224000.0,3/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"21 Fiddes St,Moorabbin,3189,Victoria,Australia",-37.9396141,145.0471613,POINT (145.0471613 -37.9396141),Bentleigh Secondary College,45
Moorabbin,23 Fiddes St,3,h,1020000.0,3/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"23 Fiddes St,Moorabbin,3189,Victoria,Australia",-37.9396141,145.0471613,POINT (145.0471613 -37.9396141),Bentleigh Secondary College,45
Moorabbin,19 Hamer St,3,h,1000000.0,3/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"19 Hamer St,Moorabbin,3189,Victoria,Australia",-37.9430143,145.0449354,POINT (145.0449354 -37.9430143),Bentleigh Secondary College,45
Bentleigh,4a Marriot Rd,3,t,1200000.0,3/09/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"4a Marriot Rd,Bentleigh,3204,Victoria,Australia",-37.9301758,145.04080580000002,POINT (145.0408058 -37.9301758),Bentleigh Secondary College,45
Bentleigh East,26A Bonny St,4,t,1330000.0,3/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"26A Bonny St,Bentleigh East,3165,Victoria,Australia",-37.9315972,145.0591052,POINT (145.0591052 -37.9315972),Bentleigh Secondary College,45
Bentleigh East,24 Celia St,3,h,1290000.0,3/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"24 Celia St,Bentleigh East,3165,Victoria,Australia",-37.9324315,145.0589336,POINT (145.0589336 -37.9324315),Bentleigh Secondary College,45
Bentleigh East,4 Normdale Rd,3,h,1140000.0,3/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"4 Normdale Rd,Bentleigh East,3165,Victoria,Australia",-37.9305883,145.06752659999998,POINT (145.0675266 -37.9305883),Bentleigh Secondary College,45
Bentleigh East,45 Tambet St,3,h,1470000.0,3/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"45 Tambet St,Bentleigh East,3165,Victoria,Australia",-37.9180309,145.0708416,POINT (145.0708416 -37.9180309),Bentleigh Secondary College,45
Moorabbin,2 Marrbridge Rd,4,h,1188000.0,3/09/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"2 Marrbridge Rd,Moorabbin,3189,Victoria,Australia",-37.9397217,145.05952030000003,POINT (145.0595203 -37.9397217),Bentleigh Secondary College,45
Murrumbeena,61 Wallace Av,2,h,1280000.0,3/09/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"61 Wallace Av,Murrumbeena,3163,Victoria,Australia",-37.9040814,145.0674654,POINT (145.0674654 -37.9040814),Bentleigh Secondary College,45
Bentleigh,32 Leckie St,2,h,1550000.0,3/12/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"32 Leckie St,Bentleigh,3204,Victoria,Australia",-37.921510999999995,145.047608,POINT (145.047608 -37.921511),Bentleigh Secondary College,45
Bentleigh,7 Marquis Rd,4,h,1420000.0,3/12/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"7 Marquis Rd,Bentleigh,3204,Victoria,Australia",-37.9309428,145.0478486,POINT (145.0478486 -37.9309428),Bentleigh Secondary College,45
Bentleigh,11 Rogers Rd,3,h,1425000.0,3/12/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"11 Rogers Rd,Bentleigh,3204,Victoria,Australia",-37.93194329999999,145.042831,POINT (145.042831 -37.93194329999999),Bentleigh Secondary College,45
Bentleigh,3/2 Scotts St,2,t,851000.0,3/12/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"3/2 Scotts St,Bentleigh,3204,Victoria,Australia",-37.9205214,145.0477908,POINT (145.0477908 -37.9205214),Bentleigh Secondary College,45
Bentleigh East,30a Chesterville Dr,4,t,1250000.0,3/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"30a Chesterville Dr,Bentleigh East,3165,Victoria,Australia",-37.923647700000004,145.0647706,POINT (145.0647706 -37.9236477),Bentleigh Secondary College,45
Bentleigh East,3/3 Dega Av,3,t,913788.0,3/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"3/3 Dega Av,Bentleigh East,3165,Victoria,Australia",-37.9300346,145.0522669,POINT (145.0522669 -37.9300346),Bentleigh Secondary College,45
Bentleigh East,19 Denver St,5,h,1275000.0,3/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"19 Denver St,Bentleigh East,3165,Victoria,Australia",-37.9337805,145.0631988,POINT (145.0631988 -37.9337805),Bentleigh Secondary College,45
Bentleigh East,7a Dover St,4,t,1200000.0,3/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"7a Dover St,Bentleigh East,3165,Victoria,Australia",-37.9216646,145.0694611,POINT (145.0694611 -37.9216646),Bentleigh Secondary College,45
Bentleigh East,93 Parkmore Rd,3,h,1206000.0,3/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"93 Parkmore Rd,Bentleigh East,3165,Victoria,Australia",-37.9154974,145.0712813,POINT (145.0712813 -37.9154974),Bentleigh Secondary College,45
Bentleigh East,33 Pasadena Cr,4,h,950000.0,3/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"33 Pasadena Cr,Bentleigh East,3165,Victoria,Australia",-37.929984000000005,145.07220139999998,POINT (145.0722014 -37.929984),Bentleigh Secondary College,45
Moorabbin,5 Orana Ct,4,h,1059000.0,8/09/2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"5 Orana Ct,Moorabbin,3189,Victoria,Australia",-37.936157,145.0400523,POINT (145.0400523 -37.936157),Bentleigh Secondary College,45
Moorabbin,434 South Rd,3,h,1050000.0,8/09/2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"434 South Rd,Moorabbin,3189,Victoria,Australia",-37.936929299999996,145.06452209999998,POINT (145.0645221 -37.9369293),Bentleigh Secondary College,45
Murrumbeena,40A Murrumbeena Rd,2,t,770000.0,8/09/2018,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"40A Murrumbeena Rd,Murrumbeena,3163,Victoria,Australia",-37.904926700000004,145.0621876,POINT (145.0621876 -37.9049267),Bentleigh Secondary College,45
Bentleigh,32 Luckins Rd,3,h,1135000.0,8/10/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"32 Luckins Rd,Bentleigh,3204,Victoria,Australia",-37.931841999999996,145.0466471,POINT (145.0466471 -37.931842),Bentleigh Secondary College,45
Bentleigh East,202/24 Becket Av,2,u,420000.0,8/10/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"202/24 Becket Av,Bentleigh East,3165,Victoria,Australia",-37.921007700000004,145.0550136,POINT (145.0550136 -37.9210077),Bentleigh Secondary College,45
Bentleigh East,2/12 Blenheim St,2,u,495000.0,8/10/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"2/12 Blenheim St,Bentleigh East,3165,Victoria,Australia",-37.9098041,145.06984430000003,POINT (145.0698443 -37.9098041),Bentleigh Secondary College,45
Bentleigh East,30b Chesterville Dr,4,t,1357500.0,8/10/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"30b Chesterville Dr,Bentleigh East,3165,Victoria,Australia",-37.923647700000004,145.0647706,POINT (145.0647706 -37.9236477),Bentleigh Secondary College,45
Bentleigh East,4/19 Gray St,1,u,370000.0,8/10/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"4/19 Gray St,Bentleigh East,3165,Victoria,Australia",-37.922593799999994,145.0526419,POINT (145.0526419 -37.92259379999999),Bentleigh Secondary College,45
Bentleigh East,4 Tambet St,3,h,1100000.0,8/10/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"4 Tambet St,Bentleigh East,3165,Victoria,Australia",-37.9180309,145.0708416,POINT (145.0708416 -37.9180309),Bentleigh Secondary College,45
Bentleigh East,7 Wallace St,3,h,1355000.0,8/10/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"7 Wallace St,Bentleigh East,3165,Victoria,Australia",-37.9236578,145.0541831,POINT (145.0541831 -37.9236578),Bentleigh Secondary College,45
Bentleigh East,21 Wards Gr,4,h,1206000.0,8/10/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"21 Wards Gr,Bentleigh East,3165,Victoria,Australia",-37.921552399999996,145.06216809999998,POINT (145.0621681 -37.9215524),Bentleigh Secondary College,45
Bentleigh East,2/3 Wonga Ct,2,t,486500.0,8/10/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"2/3 Wonga Ct,Bentleigh East,3165,Victoria,Australia",-37.908294700000006,145.06794419999997,POINT (145.0679442 -37.90829470000001),Bentleigh Secondary College,45
Moorabbin,2/17 Barilla Rd,2,u,655000.0,8/10/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"2/17 Barilla Rd,Moorabbin,3189,Victoria,Australia",-37.9413325,145.0464393,POINT (145.0464393 -37.9413325),Bentleigh Secondary College,45
Moorabbin,83 Bulli St,4,h,1200000.0,8/10/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"83 Bulli St,Moorabbin,3189,Victoria,Australia",-37.9407927,145.0549019,POINT (145.0549019 -37.9407927),Bentleigh Secondary College,45
Bentleigh,2/11 Lawson St,2,u,818000.0,9/09/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"2/11 Lawson St,Bentleigh,3204,Victoria,Australia",-37.9231153,145.04822119999997,POINT (145.0482212 -37.9231153),Bentleigh Secondary College,45
Bentleigh,7 Lawson St,3,h,1362000.0,9/09/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"7 Lawson St,Bentleigh,3204,Victoria,Australia",-37.9231153,145.04822119999997,POINT (145.0482212 -37.9231153),Bentleigh Secondary College,45
Bentleigh,192 Tucker Rd,4,h,2151000.0,9/09/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"192 Tucker Rd,Bentleigh,3204,Victoria,Australia",-37.9278408,145.04950060000002,POINT (145.0495006 -37.9278408),Bentleigh Secondary College,45
Bentleigh East,33 McGuinness Rd,3,h,1111000.0,9/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"33 McGuinness Rd,Bentleigh East,3165,Victoria,Australia",-37.9258083,145.0748084,POINT (145.0748084 -37.9258083),Bentleigh Secondary College,45
Bentleigh East,14 Moray St,3,h,1285000.0,9/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"14 Moray St,Bentleigh East,3165,Victoria,Australia",-37.9245069,145.0569251,POINT (145.0569251 -37.9245069),Bentleigh Secondary College,45
Bentleigh East,3 Nina Ct,3,h,980000.0,9/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"3 Nina Ct,Bentleigh East,3165,Victoria,Australia",-37.937144399999994,145.0726851,POINT (145.0726851 -37.93714439999999),Bentleigh Secondary College,45
Murrumbeena,337 Murrumbeena Rd,3,t,922000.0,9/09/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"337 Murrumbeena Rd,Murrumbeena,3163,Victoria,Australia",-37.904926700000004,145.0621876,POINT (145.0621876 -37.9049267),Bentleigh Secondary College,45
Bentleigh,1 Auckland St,3,h,1300000.0,9/12/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"1 Auckland St,Bentleigh,3204,Victoria,Australia",-37.925557500000004,145.04674169999998,POINT (145.0467417 -37.9255575),Bentleigh Secondary College,45
Bentleigh,19B Fromer St,3,t,1160000.0,9/12/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"19B Fromer St,Bentleigh,3204,Victoria,Australia",-37.9286292,145.04450119999998,POINT (145.0445012 -37.9286292),Bentleigh Secondary College,45
Bentleigh,17 Jasper Rd,2,h,777500.0,9/12/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"17 Jasper Rd,Bentleigh,3204,Victoria,Australia",-37.9300305,145.03960569999998,POINT (145.0396057 -37.9300305),Bentleigh Secondary College,45
Bentleigh East,38 Abbin Av,3,h,1200000.0,9/12/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"38 Abbin Av,Bentleigh East,3165,Victoria,Australia",-37.9316854,145.05317549999998,POINT (145.0531755 -37.9316854),Bentleigh Secondary College,45
Bentleigh East,13 Benina St,2,t,850000.0,9/12/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"13 Benina St,Bentleigh East,3165,Victoria,Australia",-37.9239074,145.06050249999998,POINT (145.0605025 -37.9239074),Bentleigh Secondary College,45
Bentleigh East,23 Milford St,3,h,1430000.0,9/12/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"23 Milford St,Bentleigh East,3165,Victoria,Australia",-37.9322218,145.0554476,POINT (145.0554476 -37.9322218),Bentleigh Secondary College,45
Moorabbin,4 Barbara St,3,h,1200000.0,9/12/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"4 Barbara St,Moorabbin,3189,Victoria,Australia",-37.937686600000006,145.05857609999998,POINT (145.0585761 -37.93768660000001),Bentleigh Secondary College,45
Moorabbin,31 Chapel Rd,4,h,1250000.0,9/12/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"31 Chapel Rd,Moorabbin,3189,Victoria,Australia",-37.9401202,145.048146,POINT (145.048146 -37.9401202),Bentleigh Secondary College,45
Moorabbin,1/16 Franklin St,4,t,1100000.0,9/12/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"1/16 Franklin St,Moorabbin,3189,Victoria,Australia",-37.9384131,145.0535497,POINT (145.0535497 -37.9384131),Bentleigh Secondary College,45
Murrumbeena,17 Kinlock Av,3,h,1440000.0,9/12/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"17 Kinlock Av,Murrumbeena,3163,Victoria,Australia",-37.9050229,145.0672402,POINT (145.0672402 -37.9050229),Bentleigh Secondary College,45
Murrumbeena,43A Wallace Av,3,t,1150000.0,9/12/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"43A Wallace Av,Murrumbeena,3163,Victoria,Australia",-37.9040814,145.0674654,POINT (145.0674654 -37.9040814),Bentleigh Secondary College,45
Bentleigh,4 Hutchinson St,2,h,1400000.0,10/02/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"4 Hutchinson St,Bentleigh,3204,Victoria,Australia",-37.9242359,145.0501949,POINT (145.0501949 -37.9242359),Bentleigh Secondary College,45
Bentleigh East,39A Chesterville Dr,2,h,700000.0,10/02/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"39A Chesterville Dr,Bentleigh East,3165,Victoria,Australia",-37.923647700000004,145.0647706,POINT (145.0647706 -37.9236477),Bentleigh Secondary College,45
Bentleigh East,15 Millis Av,4,h,1210000.0,10/02/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"15 Millis Av,Bentleigh East,3165,Victoria,Australia",-37.929317600000005,145.0643302,POINT (145.0643302 -37.9293176),Bentleigh Secondary College,45
Moorabbin,2/13 Horsmunden Rd,2,u,780000.0,10/02/2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"2/13 Horsmunden Rd,Moorabbin,3189,Victoria,Australia",-37.9396927,145.0482351,POINT (145.0482351 -37.9396927),Bentleigh Secondary College,45
Bentleigh,74 Fromer St,4,h,1328000.0,10/09/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"74 Fromer St,Bentleigh,3204,Victoria,Australia",-37.9286292,145.04450119999998,POINT (145.0445012 -37.9286292),Bentleigh Secondary College,45
Bentleigh,58 London St,4,t,1155000.0,10/09/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"58 London St,Bentleigh,3204,Victoria,Australia",-37.9249537,145.0489751,POINT (145.0489751 -37.9249537),Bentleigh Secondary College,45
Bentleigh East,1/57 Latham St,3,h,597000.0,10/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"1/57 Latham St,Bentleigh East,3165,Victoria,Australia",-37.913845,145.0716538,POINT (145.0716538 -37.913845),Bentleigh Secondary College,45
Bentleigh East,69b Latham St,3,t,1205000.0,10/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"69b Latham St,Bentleigh East,3165,Victoria,Australia",-37.913845,145.0716538,POINT (145.0716538 -37.913845),Bentleigh Secondary College,45
Bentleigh East,87 Parkmore Rd,4,h,1415000.0,10/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"87 Parkmore Rd,Bentleigh East,3165,Victoria,Australia",-37.9154974,145.0712813,POINT (145.0712813 -37.9154974),Bentleigh Secondary College,45
Carnegie,4 Coling Av,4,h,1400000.0,10/09/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,"4 Coling Av,Carnegie,3163,Victoria,Australia",-37.902674499999996,145.06185630000002,POINT (145.0618563 -37.9026745),Bentleigh Secondary College,45
Moorabbin,14 Avon St,3,h,987000.0,10/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"14 Avon St,Moorabbin,3189,Victoria,Australia",-37.9403338,145.04702619999998,POINT (145.0470262 -37.9403338),Bentleigh Secondary College,45
Moorabbin,5 Schofield St,4,h,1426000.0,10/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"5 Schofield St,Moorabbin,3189,Victoria,Australia",-37.939066600000004,145.041951,POINT (145.041951 -37.9390666),Bentleigh Secondary College,45
Bentleigh,112 Tucker Rd,4,h,1815000.0,10/12/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"112 Tucker Rd,Bentleigh,3204,Victoria,Australia",-37.9278408,145.04950060000002,POINT (145.0495006 -37.9278408),Bentleigh Secondary College,45
Bentleigh East,1A Brian St,4,t,1185000.0,10/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"1A Brian St,Bentleigh East,3165,Victoria,Australia",-37.924856,145.05270769999998,POINT (145.0527077 -37.924856),Bentleigh Secondary College,45
Bentleigh East,4/738 Centre Rd,2,u,716000.0,10/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"4/738 Centre Rd,Bentleigh East,3165,Victoria,Australia",-37.9228979,145.0728196,POINT (145.0728196 -37.9228979),Bentleigh Secondary College,45
Bentleigh East,8 Larman St,3,h,1302500.0,10/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"8 Larman St,Bentleigh East,3165,Victoria,Australia",-37.9200256,145.0619817,POINT (145.0619817 -37.9200256),Bentleigh Secondary College,45
Bentleigh East,106 Parkmore Rd,3,h,1110000.0,10/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"106 Parkmore Rd,Bentleigh East,3165,Victoria,Australia",-37.9154974,145.0712813,POINT (145.0712813 -37.9154974),Bentleigh Secondary College,45
Bentleigh East,8 Tambet St,3,h,1106000.0,10/12/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"8 Tambet St,Bentleigh East,3165,Victoria,Australia",-37.9180309,145.0708416,POINT (145.0708416 -37.9180309),Bentleigh Secondary College,45
Bentleigh,2/22 Castles Rd,3,u,1270000.0,15/09/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"2/22 Castles Rd,Bentleigh,3204,Victoria,Australia",-37.93194329999999,145.042831,POINT (145.042831 -37.93194329999999),Bentleigh Secondary College,45
Bentleigh,13 Fairbank Rd,5,h,1550000.0,15/09/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"13 Fairbank Rd,Bentleigh,3204,Victoria,Australia",-37.932785100000004,145.04149740000003,POINT (145.0414974 -37.9327851),Bentleigh Secondary College,45
Bentleigh East,3/1 Latham St,3,u,800000.0,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"3/1 Latham St,Bentleigh East,3165,Victoria,Australia",-37.913845,145.0716538,POINT (145.0716538 -37.913845),Bentleigh Secondary College,45
Bentleigh East,3/43 Wards Gr,3,t,1030000.0,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"3/43 Wards Gr,Bentleigh East,3165,Victoria,Australia",-37.921552399999996,145.06216809999998,POINT (145.0621681 -37.9215524),Bentleigh Secondary College,45
Moorabbin,6b Margaret St,4,t,1300000.0,15/09/2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"6b Margaret St,Moorabbin,3189,Victoria,Australia",-37.936085,145.044719,POINT (145.044719 -37.936085),Bentleigh Secondary College,45
Bentleigh,38 Leckie St,3,h,1390000.0,15/10/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"38 Leckie St,Bentleigh,3204,Victoria,Australia",-37.921510999999995,145.047608,POINT (145.047608 -37.921511),Bentleigh Secondary College,45
Bentleigh,15 Luckins Rd,3,h,1400000.0,15/10/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"15 Luckins Rd,Bentleigh,3204,Victoria,Australia",-37.931841999999996,145.0466471,POINT (145.0466471 -37.931842),Bentleigh Secondary College,45
Bentleigh,33 Luckins Rd,3,h,1328000.0,15/10/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"33 Luckins Rd,Bentleigh,3204,Victoria,Australia",-37.931841999999996,145.0466471,POINT (145.0466471 -37.931842),Bentleigh Secondary College,45
Bentleigh,4a Rosina St,4,t,1247000.0,15/10/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"4a Rosina St,Bentleigh,3204,Victoria,Australia",-37.9323985,145.04386,POINT (145.04386 -37.9323985),Bentleigh Secondary College,45
Bentleigh,14 Sandra Gr,3,h,1311000.0,15/10/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"14 Sandra Gr,Bentleigh,3204,Victoria,Australia",-37.931841999999996,145.0466471,POINT (145.0466471 -37.931842),Bentleigh Secondary College,45
Bentleigh East,14 Vasey St,3,h,1085000.0,15/10/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"14 Vasey St,Bentleigh East,3165,Victoria,Australia",-37.9352249,145.06796269999998,POINT (145.0679627 -37.9352249),Bentleigh Secondary College,45
Bentleigh East,1a Wamba Rd,4,t,1325000.0,15/10/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"1a Wamba Rd,Bentleigh East,3165,Victoria,Australia",-37.93293,145.0542291,POINT (145.0542291 -37.93293),Bentleigh Secondary College,45
Moorabbin,2/30 Matilda Rd,3,t,905000.0,15/10/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"2/30 Matilda Rd,Moorabbin,3189,Victoria,Australia",-37.938582000000004,145.0584118,POINT (145.0584118 -37.938582),Bentleigh Secondary College,45
Bentleigh,4 Leckie St,3,h,1327500.0,16/04/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"4 Leckie St,Bentleigh,3204,Victoria,Australia",-37.921510999999995,145.047608,POINT (145.047608 -37.921511),Bentleigh Secondary College,45
Bentleigh,9b Marquis Rd,4,t,1435000.0,16/04/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"9b Marquis Rd,Bentleigh,3204,Victoria,Australia",-37.9309428,145.0478486,POINT (145.0478486 -37.9309428),Bentleigh Secondary College,45
