,Company,Location,Job Title,Summary,Annual_salary,Job_Type
479,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
480,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
481,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
482,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
483,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
484,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
485,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
486,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
487,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
488,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
489,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
490,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
491,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
492,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
493,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
494,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
495,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
496,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
497,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
498,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
499,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
500,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
501,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
502,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
503,Michael Page,Melbourne VIC,Business Analyst,"Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data… Minimum 2 years of experience as a Business Analyst.",154675.0,1
504,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries … Good understanding of Data Analysis and data management.",100000.0,0
505,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
506,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
507,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
508,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
509,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
510,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
511,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
512,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
513,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
514,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
515,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
516,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
517,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
518,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
519,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
520,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
521,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
522,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
523,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
524,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
525,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
526,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
527,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
528,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
529,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
530,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
531,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
532,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
533,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
534,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
535,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. … Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
536,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. … Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
537,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
538,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. … Demonstrated experience as Analyst with ability to…",174850.0,1
539,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
540,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
541,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
542,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
543,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
544,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
545,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
546,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
547,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
548,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
549,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
550,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
551,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
552,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
553,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
554,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
555,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
556,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
557,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
558,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
559,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
560,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
561,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
562,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
563,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
564,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
565,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
566,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
567,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
568,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
569,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
570,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
571,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
572,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
573,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
574,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
575,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
576,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
577,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
578,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
579,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
580,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
581,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
582,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
583,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
584,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
585,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
586,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
587,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
588,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
589,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
590,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
591,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
592,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
593,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
594,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
595,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
596,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
597,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
598,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
599,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
600,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
601,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
602,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
603,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
604,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
605,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. … Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
606,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
607,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. … Demonstrated experience as Analyst with ability to…",174850.0,1
608,Ignite,Canberra ACT,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…",215200.0,1
609,"Clenergy (Xiamen) Technology Co., Ltd",Melbourne VIC,International IT Manager,"Fully experienced with SAP B1, Ecommerce and Business Intelligence, with Data Analyst skills. International IT Manager, Global IT Manager.",90000.0,0
610,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
611,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
612,"Clenergy (Xiamen) Technology Co., Ltd",Melbourne VIC,International IT Manager,"International IT Manager, Global IT Manager. Fully experienced with SAP B1, Ecommerce and Business Intelligence, with Data Analyst skills.",90000.0,0
613,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries … Good understanding of Data Analysis and data management.",100000.0,0
614,Ignite,Melbourne VIC,Business Analyst,"Demonstrated experience as Analyst with ability to… 5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement.",174850.0,1
